bikky_location_id,brand,name,address,url,latitude,longitude,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thur_open,thur_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close,currently_open
574,Juice Press,JUICE PRESS EAST VILLAGE 10TH AND 2ND," 201 East 10th Street, New York, NY 10003, USA",https://order.juicepress.com/east-village-10th/menu,40.729946,-73.986391,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,20:00,8:00,20:00,1
575,Juice Press,JUICE PRESS LES ,"105 Rivington Street, New York, NY 10002, USA",https://order.juicepress.com/les/menu,40.720137,-73.98812,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,1
576,Juice Press,JUICE PRESS WILLIAMSBURG ,"144 North 8th Street, Brooklyn, NY 11249, USA",https://order.juicepress.com/williamsburg-delivery/menu,40.718897,-73.957944,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,8:00,21:00,1
577,Juice Press,JUICE PRESS 92ND AND MADISON ,"1296 Madison Avenue, New York, NY 10128, USA",https://order.juicepress.com/92nd-madison/menu,40.785058,-73.95611,7:00,20:00,7:00,20:00,7:00,20:00,7:00,20:00,7:00,20:00,8:00,20:00,8:00,20:00,1
578,Juice Press,JUICE PRESS 76TH AND AMSTERDAM,"350 Amsterdam Avenue, New York, NY 10024, USA",https://order.juicepress.com/76th-amsterdam-delivery/menu,40.782027,-73.979636,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00,8:00,21:00,8:00,21:00,1
579,Stone Bridge Pizza & Salad,MIDTOWN,"16 East 41st Street New York, NY 10016",Call: (646) 791-5690,40.75252,-73.980636,11:00,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,-,,,,1
580,Wisefish Poke,Chelsea,"263 West 19th Street, New York, NY 10011",https://www.toasttab.com/wisefish-poke/v2/online-order#!/order,40.74302,-73.999731,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,0
581,Wisefish Poke,Tribeca,"412 Greenwich Street, New York, New York 10013",https://www.toasttab.com/wisefish-poke-tribeca/v3#,40.722103,-74.009929,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,0
582,Buddha Bruddah,Seattle,"2201 Rainier Ave S, Seattle, WA 98144",https://www.buddhabruddah.com/online-ordering/,47.58367,-122.302344,11:00,20:30,11:00,20:30,11:00,20:30,11:00,20:30,11:00,21:00,11:00,21:00,14:00,20:00,1
583,Two Birds Taphouse,Marietta,"52 Powder Springs Street, Marietta, GA 30064",https://www.twobirdstaphouse.com/online-ordering/,33.950926,-84.550465,,,16:00,0:00,16:00,0:00,16:00,0:00,16:00,2:00,16:00,2:00,,,0
584,Cafe Du Pain Bakery,Lawrence Shopping Center,"2495 Brunswick Pike, Unit 12, Lawrenceville, NJ 08648",https://www.cafedupainbakery.com/online-ordering/,40.258468,-74.730184,,,7:00,16:00,7:00,16:00,7:00,16:00,7:00,16:00,8:00,16:00,8:00,15:00,1
585,Pause Cafe,Clinton Street,"3 Clinton St, New York, NY 10002",https://www.pausecafenyc.com/online-ordering/pause-cafe/menu/order-settings,40.721404,-73.984168,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,1
586,Fjord Fish Market,Darien,"1015 Boston Post Road, Darien, CT 06820",https://www.fjordfishmarket.com/online-ordering/fjord-darien/menu,41.075828,-73.471954,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,1
587,Fjord Fish Market,Greenwich,"158 East Putnam Avenue, Cos Cob, CT 06807",https://www.fjordfishmarket.com/online-ordering/fjord-greenwich/menu,41.038185,-73.600314,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,9:00,18:00,1
588,Fjord Fish Market,New Canaan,"22 East Avenue, New Canaan, CT 06840",https://www.fjordfishmarket.com/online-ordering/fjord-greenwich/menu,41.14811,-73.49131,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,1
589,Fjord Fish Market,Westport,"1835 Post Road East, Westport, CT 06880",Call: 203-255-9331,41.138733,-73.299596,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,1
590,Fjord Fish Market,Larchmont,"134 Chatsworth Ave, Larchmont, NY 10538",Call: 914-341-1437,40.9329754,-73.75942,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,1
591,Sabor Peruano,Roosevelt Ave,"95-13 Roosevelt Ave, jackson heights, NY 11372",https://www.saborperuanony.com/online-ordering/sabor-peruano-roosevelt-ave/menu,40.7491859,-73.8713145,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,9:00,22:00,9:00,22:00,1
592,Sabor Peruano,Corona,"98-53 Corona Ave., Corona, NY 11368",https://www.saborperuanony.com/online-ordering/sabor-peruano-corona/menu,40.7450515,-73.8634925,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
593,Paulie’s Brickhouse,Jersey City,"264 Central Avenue,Jersey City, NJ 07307",https://www.pauliesbrickhouse.com/online-ordering/paulies-brickhouse/menu,40.7438754,-74.0506365,11:00,0:00,16:00,0:00,16:00,0:00,11:00,0:00,11:00,0:00,11:00,2:00,10:00,23:00,1
594,JRs Bagels,Oakland Gardens,"222-10 Union Turnpike, Oakland Gardens, NY 11364",https://www.jrsbagels.com/online-ordering/jrs-bagel/menu/order-settings,40.7352709,-73.7481636,5:00,16:00,5:00,16:00,5:00,16:00,5:00,16:00,5:00,16:00,5:00,15:00,6:00,14:30,1
595,San Marzanoli,Merrick,"38 Merrick Avenue, Merrick, NY 11566",https://www.sanmarzanoli.com/online-ordering/,40.6647981,-73.5523306,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:45,11:00,21:45,11:00,21:00,1
596,Wolfnights,RIVINGTON,"99 Riv­ing­ton Street,New York, New York,10002",https://eat.9fold.me/index.html#/470,40.7200353,-73.9885546,11:30,0:30,11:30,0:30,11:30,1:00,11:30,2:00,11:30,5:00,11:30,5:00,11:30,0:30,1
597,Wolfnights,BLEECKER,"235 Bleecker Street,New York, New York,10014",https://eat.9fold.me/index.html#/10745,40.7306053,-74.0025048,10:30,22:30,10:30,22:30,10:30,22:00,10:30,22:00,10:30,0:00,11:30,0:00,11:30,22:30,1
598,Golden Diner,Lower East Side,"123 Madison Street, New York, NY 10002",Call: 917-472-7800,40.7124271,-73.9963834,,,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,1
599,Pinch Chinese,SoHo,"177 Prince St, New York, NY 10012",call: 212 328 7880,40.7264492,-74.0039867,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,1
600,Russ & Daughters Cafe,Upper East Side,"1109 5th Ave, New York, NY 10128",https://www.trycaviar.com/m/russ-and-daughters-at-the-jewish-museum-5708?cav_medium=widget&cav_source=russ-and-daughters-at-the-jewish-museum-5708&cvo_campaign=russ-and-daughters-at-the-jewish-museum-5708&cvosrc=localmarketing.widget.russ-and-daughters-at-the-jewish-museum-5708&utm_campaign=russ-and-daughters-at-the-jewish-museum-5708&utm_content=russ-and-daughters-at-the-jewish-museum-5708&utm_medium=localmarketing&utm_source=widget&utm_term=manhattan,40.7854417,-73.9594081,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,,,,,,,1
601,Anton's,West Village,"570 Hudson St, New York, NY 10014",Call 212-924-0818,40.7356767,-74.0079614,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,1
602,La Compagnie des Vins Surnaturels,Little Italy,"249 Centre St, New York, NY 10013",text only to 262-483-5979,40.7205157,-74.0003539,17:00,1:00,17:00,1:00,17:00,1:00,17:00,2:00,17:00,2:00,17:00,2:00,17:00,1:00,0
603,Jeju Noodle Bar,West Village,"679 Greenwich St, New York, NY 10014",call: 646.666.0947,40.7329889,-74.0095304,17:30,22:00,17:30,22:00,17:30,22:00,17:30,22:30,17:00,23:00,15:00,23:00,15:00,22:00,1
604,ATOBOY,NoMad,"43 E 28th St, New York, NY 10016",Call 646-476-7217,40.743663,-73.9867257,12:00,20:30,12:00,20:30,12:00,20:30,12:00,20:30,12:00,20:30,12:00,20:30,12:00,20:30,0
605,Tang Hotpot,Lower East Side,"135 Bowery, New York, NY 10002",https://www.tanghotpotnyc.com/homedelivery,40.7186678,-73.9965293,,,,,,,,,,,,,,,0
606,Hunky Dory,Crown Heights,"747 Franklin Ave, Brooklyn, NY 11238",https://www.hunkydorybk.com/todays-cocktails,40.6730623,-73.9590414,1:00,23:00,1:00,23:00,1:00,23:00,1:00,23:00,,,1:00,23:00,1:00,23:00,1
607,Schilling,Financial District,"109 Washington St, New York, NY 10006",call: 212-406-1200,40.7085747,-74.0161781,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,11:30,22:00,11:30,20:00,1
608,Mission Chinese Food,Chinatown,"171 E Broadway, New York, NY 10002",Call: (917) 376-5660,40.713914,-73.9918843,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,1
609,Mission Chinese Food,Bushwick,"599 Johnson Ave, Brooklyn, NY 11237",Call: (718) 628-3731,40.7094112,-73.9253575,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,1
610,Pasquale Jones,Nolita,"187 Mulberry St, New York, NY 10012",Text: (917) 599-2168,40.7210784,-73.9989441,17:30,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,22:00,0
611,Adda,Long Island City,"31-31 Thomson Ave, Long Island City, NY 11101",Call: (718) 433-3888 ,40.7450126,-73.9364276,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:30,12:00,21:30,,,0
612,Dante,West Village,"79-81 MacDougal St, New York, NY 10012",https://app.upserve.com/s/dante-west-village-new-york,40.7288417,-74.0038331,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,1
613,Parm,Battery Park City,"250 Vesey St, New York, NY 10080",Call: (212) 776-4927,40.7144287,-74.0182988,11:30,22:00,11:30,22:00,,,,,,,,,,,0
614,Parm,Mulberry Street,"248 Mulberry St, New York, NY 10012",Call: (212) 993-7189,40.7230605,-73.9979236,11:30,22:00,11:30,22:00,,,,,,,,,,,0
615,Baz Bagel,SoHo,"181 Grand St, New York, NY 10013",https://www.bazbagel.com/delivery/,40.7192992,-73.99995,7:00,15:00,7:00,15:00,7:00,15:00,7:00,15:00,7:00,15:00,7:00,16:00,7:00,16:00,0
616,I Sodi,West Village,"105 Christopher St, New York, NY 10014",Call: 212-414-5774,40.7334439,-74.0071835,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,11:00,23:00,11:00,23:00,5:30,23:00,0
617,12 Chairs Cafe,Williamsburg,"342 Wythe Ave, Brooklyn, NY 11249",call: (347) 227-7077,40.7144908,-73.9674005,8:00,22:45,8:00,22:45,8:00,22:45,8:00,22:45,8:00,22:45,8:00,22:45,8:00,22:45,1
618,Hasaki,NoHo,"210 E 9th St, New York, NY 10003",Call: 212-473-3327,40.7296999,-73.9910022,,,17:30,22:00,17:30,22:00,17:30,22:00,17:30,22:30,17:30,22:30,12:00,22:00,0
619,Gertie,Williamsburg,"357 Grand St, Brooklyn, NY 11211",call: (718) 636-0902,40.712452,-73.957741,,,,,,,,,,,10:00,19:00,,,1
620,Alta Calidad,PROSPECT HEIGHTS,"552 Vanderbilt Ave, Brooklyn, NY 11238",https://altacalidadbk.com/delivery/,40.6801337,-73.9704211,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,0:00,11:00,0:00,11:00,22:30,0
621,Di An Di,GREENPOINT,"68 Greenpoint Ave, Brooklyn, NY 11222",call: 718-576-3914,40.7297,-73.9582917,,,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,1
622,19 Cleveland,SOHO,"19 Cleveland Pl, New York, NY 10012",call: (646) 823-9227,40.7215964,-73.9970748,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,1
623,Bar Primi,NOHO,"325 Bowery, New York, NY 10003",call: (212) 220-9100,40.7256662,-73.9917116,11:30,23:00,11:30,23:00,11:30,23:00,11:30,23:00,11:30,0:00,10:00,0:00,10:00,23:00,1
624,Maison Yaki,PROSPECT HEIGHTS,"626 Vanderbilt Ave, Brooklyn, NY 11238",call: 718.552.2609,40.6775043,-73.9692055,,,,,17:30,0:00,17:30,0:00,17:00,0:00,17:00,0:00,13:00,21:00,1
625,Cibo e Vino,UPPER WEST SIDE,"2418 Broadway, New York, NY 10024",call: 212.362.0096,40.7900008,-73.9748508,11:00,22:45,11:00,22:45,11:00,22:45,11:00,22:45,11:00,23:15,10:00,23:15,10:00,22:45,1
626,Marlow Bistro,UPPER WEST SIDE,"1018 Amsterdam Ave, New York, NY 10025",call: 212.662.9020,40.802973,-73.9642863,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,1
627,BABS,GREENWICH VILLAGE,"72 MacDougal St, New York, NY 10012",call: 212.601.2835,40.7282523,-74.0018035,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,1
628,Mala Project,East Village,"122 1st Avenue, New York, NY 10009",https://direct.chownow.com/order/8440/locations/11376,40.727125,-73.9853556,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,23:00,12:00,23:30,12:00,22:00,1
629,Mala Project,Bryant Park,"41 W 46th St, New York, NY 10036",https://direct.chownow.com/order/8440/locations/15681,40.7569293,-73.9805621,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:00,1
630,The Queensboro,JACKSON HEIGHTS,"80-02 Northern Blvd, Jackson Heights, NY 11372",https://www.toasttab.com/the-queensboro/v3,40.7552503,-73.8870804,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,15:00,20:00,15:00,20:00,1
631,North Miznon,UPPER WEST SIDE,"161 W 72nd St, New York, NY 10023",Call: 929-388-4999,40.7784857,-73.9807302,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,1
632,Little Frog,UPPER EAST SIDE,"322 East 86th St, New York, NY 10028,",Call: 347-537-5786  Ext 1,40.7773417,-73.9509306,17:00,21:30,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:30,11:00,22:30,11:00,21:30,1
633,Souvlaki GR,53rd Street,"231 E 53rd St, New York, NY 10022",https://direct.chownow.com/order/1779/locations/17061,40.7573114,-73.9679358,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,1
634,Souvlaki GR,Stanton,"116 Stanton St, New York, NY 10002",https://direct.chownow.com/order/1779/locations/2308,40.721208,-73.987117,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,0:30,11:00,0:30,1
635,Souvlaki GR,Midtown,"162 West 56th Street, New York, NY 10019",https://direct.chownow.com/order/1779/locations/10628,40.7645929,-73.9823364,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,0:00,11:00,0:00,1
636,Stone Park Cafe,PARK SLOPE,"324 5th Ave, Brooklyn, NY 11215",call: 718-369-0082,40.6730516,-73.98346,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,16:00,21:00,16:00,21:00,1
637,Buttermilk Channel,CARROLL GARDENS,"524 Court St, Brooklyn, NY 11231",call: 718.852.8490,40.675988,-73.999221,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,10:00,23:30,10:00,22:00,1
638,Tanoreen,BAY RIDGE,"7523 3rd Ave, Brooklyn, NY 11209",https://direct.chownow.com/order/16823/locations/23953,40.6308333,-74.0277778,,,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
639,Amali,UPPER EAST SIDE,"115 E 60th St, New York, NY 10022",https://www.amalinyc.com/takeout/,40.7633694,-73.9685627,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,1
640,Speedy Romeo,CLINTON HILL,"376 Classon Ave, Brooklyn, NY 11238",Call: 718 230-0061,40.6875,-73.96,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,11:00,23:00,11:00,22:00,1
641,Speedy Romeo,Lower East Side,"63 Clinton St, New York, NY 10002",Call: (212) 529-6300,40.719493,-73.9871449,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,12:00,23:30,11:00,23:30,11:00,22:00,1
642,Sunday in Brooklyn,WILLIAMSBURG,"348 Wythe Ave, Brooklyn, NY 11249",Call or text:  (347) 222-6722,40.7141306,-73.96536,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,20:00,0
643,Kings Co Imperial,Williamsburg,"20 Skillman Ave, Brooklyn, NY 11211",call: 718-610-2000,40.715211,-73.951022,11:30,22:30,11:30,22:30,11:30,22:30,11:30,22:30,11:30,22:30,11:30,22:30,11:30,22:30,1
644,Kings Co Imperial,Lower East Side,"168 1/2 Delancey St, New York, NY 10002",call: 212-475-0244,40.7179416,-73.9876043,16:30,22:30,16:30,22:30,16:30,22:30,16:30,22:30,16:30,22:30,16:30,22:30,16:30,22:30,1
645,Fausto,PROSPECT HEIGHTS,"348 Flatbush Ave, Brooklyn, NY 11238",Call: (917) 909-1427,40.6759544,-73.9718911,17:30,22:00,17:30,22:00,17:30,22:00,17:30,22:00,17:30,10:30,11:00,22:30,11:00,21:30,0
646,King,WEST VILLAGE,"18 King St, New York, NY 10014",Call 917-825-1618,40.727565,-74.003456,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,1
647,Insa,GOWANUS,"328 Douglass St, Brooklyn, NY 11217",Call: 718.855.2620,40.679547,-73.982591,17:30,22:30,17:30,22:30,17:30,22:30,17:30,23:00,17:30,2:00,15:00,2:00,15:00,22:30,0
648,Wayla,LOWER EAST SIDE,"100 Forsyth St, New York, NY 10002",call: 212.206.2500,40.7182852,-73.9926038,17:00,22:00,17:00,22:00,17:00,22:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,22:00,1
649,F&F Pizzeria,CARROLL GARDENS,"459 Court St, Brooklyn, NY 11231",https://www.trycaviar.com/m/ff-pizzeria-17004,40.6773861,-73.99815,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,24,11:00,23:00,0
650,Sylvia’s Restaurant,HARLEM,"328 Malcolm X Blvd, New York, NY 10027",call: 212-996-0660,40.8086445,-73.944479,11:00,22:30,11:00,22:30,9:00,22:30,9:00,22:30,9:00,22:30,9:00,22:30,11:00,20:00,1
651,Le Succulent,PARK SLOPE,"291 5th Ave, Brooklyn, NY 11215",call: (347) 227-8282,40.6735204,-73.9823845,,,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,11:00,22:00,11:00,22:00,1
652,Vinateria,HARLEM,"2211 Frederick Douglass Blvd, New York, NY 10026",https://app.upserve.com/s/vinateria-new-york,40.8066227,-73.9540329,17:00,22:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,24,22:30,24,10:30,22:00,1
653,Haenyeo,PARK SLOPE,"239 5th Ave, Brooklyn, NY 11215",Call 718-213-2290,40.6751935,-73.9811059,16:00,21:30,16:00,21:30,16:00,21:30,16:00,21:30,16:00,21:30,16:00,21:30,16:00,21:30,1
654,Spanish Diner at Little Spain,HUDSON YARDS,"10 Hudson Yards, New York, NY 10001",Call: 646-495-1242,40.7528679,-74.0019696,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,0
655,Le Garage,BUSHWICK,"157 Suydam St, Brooklyn, NY 11221",call 347-295-1700,40.699257,-73.9267063,,,18:00,22:30,18:00,22:30,18:00,22:30,18:00,23:00,11:00,23:00,11:00,22:00,1
656,Otis,EAST WILLIAMSBURG,"18 Harrison Pl, Brooklyn, NY 11206",Call 646-886-0601,40.7060576,-73.9326411,,,18:00,22:30,18:00,22:30,18:00,22:30,18:00,23:00,11:00,23:00,11:00,22:00,1
657,Jukai,MIDTOWN EAST,"237 E 53rd St, New York, NY 10022",Call 212-588-9788,40.7571771,-73.9678905,11:30,23:00,11:30,23:00,11:30,23:00,11:30,23:00,11:30,23:00,6:00,23:00,,,1
658,The Musket Room,SOHO,"265 Elizabeth St, New York, NY 10012",https://www.musketroom.com/menus/#takeout-delivery,40.7239263,-73.9938218,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,0
659,Poulet Sans Tete,WEST VILLAGE,"117 Perry St, New York, NY 10014",call: 212-727-1170,40.7351876,-74.0067386,16:00,20:00,16:00,20:00,16:00,20:00,16:00,20:00,16:00,20:00,16:00,20:00,16:00,20:00,1
660,The Half Pint,GREENWICH VILLAGE,"76 W 3rd St, New York, NY 10012",Call 212-260-1088,40.7295121,-73.9985343,12:00,2:00,12:00,2:00,12:00,3:00,12:00,4:00,12:00,4:00,12:00,4:00,12:00,2:00,1
661,Urban Vegan Kitchen,WEST VILLAGE,"41 Carmine St, New York, NY 10014",https://urbanvegankitchen.com/,40.7326701,-74.0088648,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,1
662,La Contenta Oeste,GREENWICH VILLAGE,"78 W 11th St, New York, NY 10011",call: 212.533.2233,40.7352051,-73.9981588,11:00,2:00,11:00,2:00,11:00,2:00,11:00,2:00,11:00,2:00,11:00,2:00,11:00,2:00,1
663,Le Rivage Restaurant,HELL'S KITCHEN,"340 W 46th St, New York, NY 10036",call: (212) 765-7374,40.7602192,-73.9895726,11:30,22:00,11:30,23:00,11:30,23:00,11:30,23:00,11:30,0:00,11:30,0:00,11:30,22:00,1
664,Fish Cheeks,BOWERY,"55 Bond St, New York, NY 10012",call: 212.677.2223,40.725709,-73.992682,12:00,22:30,12:00,22:30,12:00,22:30,12:00,22:30,12:00,23:30,12:00,23:30,12:00,22:30,1
665,Alma Restaurant,COLUMBIA WATERFRONT,"187 Columbia St, Brooklyn, NY 11231",Call: 718-643-5400,40.6855806,-74.0022056,,,17:30,22:00,17:30,22:00,17:30,22:00,17:00,22:00,11:00,22:00,11:00,22:00,1
666,HWA YUAN SZECHUAN,CHINATOWN,"42 E Broadway, New York, NY 10002",Call 212-966-6002 or 917-969-1338,40.7137682,-73.9960242,12:00,22:30,12:00,22:30,12:00,22:30,12:00,22:30,12:00,23:00,12:00,23:00,12:00,23:00,1
667,Mountain Bird,EAST HARLEM,"2162 2nd Ave, New York, NY 10029",https://www.ilovemountainbird.com/copy-of-home,40.7938199,-73.9398521,,,18:00,22:00,18:00,22:00,18:00,22:00,18:00,22:00,18:00,22:00,17:00,21:00,1
668,GAUDIr,EAST HARLEM,"251 E 110th St, New York, NY 10029",call: 347-845-9443,40.793589,-73.9409279,,,15:00,19:00,15:00,19:00,15:00,19:00,15:00,19:00,15:00,19:00,,,1
669,Estancia 460,TRIBECA,"460 Greenwich St, New York, NY 10013",https://www.estancia460.com/online-ordering/,40.7237676,-74.0096509,10:30,23:00,10:30,23:00,10:30,23:00,10:30,23:00,10:30,23:00,11:00,23:00,11:00,22:00,1
670,Kubeh,WEST VILLAGE,"464 6th Ave, New York, NY 10011",https://www.eatkubeh.com/,40.7353843,-73.9979815,7:30,23:00,7:30,23:00,7:30,23:00,7:30,23:00,7:30,24,9:00,24,9:00,23:00,1
671,Raku,SoHo,"48 MacDougal St, New York, NY 10012",call: 212.989.4797,40.7272479,-74.0025495,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,22:00,1
672,Raku,East Village,"342 E 6th St, New York, NY 10003",call: 212.228.1324,40.7264758,-73.9866672,,,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,22:00,1
673,Colonia Verde,FORT GREENE,"219 Dekalb Ave, Brooklyn, NY 11205",https://www.coloniaverdenyc.com/store/catering/,40.6896665,-73.9707137,1:00,23:00,1:00,23:00,1:00,23:00,1:00,23:00,1:00,23:00,1:00,23:00,1:00,23:00,1
674,Coco Pazzo,SOHO,"160 Prince St, New York, NY 10012",https://www.toasttab.com/coco-pazzo-kitchen-trattoria/v3,40.7260026,-74.0015654,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,1
675,Bread & Tulips,NOMAD,"365 Park Ave S, New York, NY 10016",Call: 212-532-9100,40.7421174,-73.984741,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,-,-,-,-,0
676,The Bar Room,UPPER EAST SIDE,"117 E 60th St, New York, NY 10022",Call 212-561-5523,40.763319,-73.968502,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,0
677,Kichin,BUSHWICK,"1264 Myrtle Ave, Brooklyn, NY 11221",Call: 347-405-8948,40.6977674,-73.9267626,,,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,11:00,23:00,11:00,23:00,1
678,Dudley's,LOWER EAST SIDE,"85 Orchard St, New York, NY 10002",https://www.toasttab.com/dudleys/v3,40.7180542,-73.990376,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,1
679,La Vela Dining & Bar,HELL’S KITCHEN,"558 11th Ave, New York, NY 10036",call: (212) 695-2112,40.760953,-73.997975,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,1
680,Endswell,FORT GREENE,"773 Fulton St, Brooklyn, NY 11217",Call: 929-276-3150,40.6861754,-73.9738288,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,1
681,Miss Lily's,SOHO,"132 W Houston St, New York, NY 10012",call: (212) 812- 1482,40.727946,-74.001393,12:00,23:00,12:00,23:00,12:00,23:00,12:00,0:00,12:00,23:0,11:00,0:00,11:00,23:00,1
682,Miss Lily's,East Village,"109 Avenue A, New York, NY 10009",call: (212) 812-1482,40.7260855,-73.9838714,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,1
683,Chez Nick,UPPER EAST SIDE,"1737 York Ave, New York, NY 10128",https://direct.chownow.com/order/18618/locations/26731,40.7790105,-73.9452127,17:00,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,15:00,1
684,Raoul's,SOHO,"180 Prince St, New York, NY 10012",Call 212-966-3518,40.726181,-74.002129,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
